name,developer,status,status_group,category,capacity_mw,capacity_label,landscape_weight,location,latitude,longitude,precision,nearest_nuclear_name,nearest_nuclear_state,nearest_nuclear_distance_mi,nearest_nuclear_capacity_mw,source,source_url,notes
Stargate Jupiter - Building 2,,Planned,Planned,Publicly tracked data-center facility,612.5,612 MW,4.0,"Dona Ana, NM",31.820794,-106.666557,Public tracker coordinates,Palo Verde,AZ,376.4,4209.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Stargate Jupiter - Building 4,,Planned,Planned,Publicly tracked data-center facility,612.5,612 MW,4.0,"Dona Ana, NM",31.815381,-106.665796,Public tracker coordinates,Palo Verde,AZ,376.6,4209.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
IREN Sweetwater 2,,Planned,Planned,Publicly tracked data-center facility,600.0,600 MW,4.0,"Nolan, TX",32.46384557,-100.3299567,Public tracker coordinates,Comanche Peak,TX,148.9,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
CyrusOne Yorkville Campus Phase 1,,Planned,Planned,Publicly tracked data-center facility,600.0,600 MW,4.0,"Kendall, IL",41.6759,-88.4834,Public tracker coordinates,Dresden Generating Station,IL,22.6,2018.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Google Project Spade - Building 1,,Planned,Planned,Publicly tracked data-center facility,600.0,600 MW,4.0,"Montgomery, MO",38.8908,-91.433,Public tracker coordinates,Callaway,MO,20.7,1235.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Project Ruby,,Planned,Planned,Publicly tracked data-center facility,600.0,600 MW,4.0,"Muscogee, GA",32.581497,-84.71003,Public tracker coordinates,Joseph M Farley,AL,96.8,1776.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Gibson County Data Center,,Planned,Planned,Publicly tracked data-center facility,600.0,600 MW,4.0,"Gibson, IN",38.311283,-87.610799,Public tracker coordinates,Clinton Power Station,IL,144.3,1138.3,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
AWS Comanche Peak Campus,,Planned,Planned,Publicly tracked data-center facility,600.0,600 MW,4.0,"Somervell, TX",32.2987,-97.7853,Public tracker coordinates,Comanche Peak,TX,0.0,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
DCD Kansas Data Center,,Planned,Planned,Publicly tracked data-center facility,600.0,600 MW,4.0,"Wyandotte, KS",39.13246599,-94.88059549,Public tracker coordinates,Wolf Creek Generating Station,KS,75.6,1296.3,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
PowerCampus Austin,,Planned,Planned,Publicly tracked data-center facility,600.0,600 MW,4.0,"Williamson, TX",30.5395571,-97.5219783,Public tracker coordinates,Comanche Peak,TX,122.5,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
PowerHouse 95 - Phase 2,,Planned,Planned,Publicly tracked data-center facility,600.0,600 MW,4.0,"Spotsylvania, VA",38.2181191,-77.48060345,Public tracker coordinates,North Anna,VA,20.0,1959.4,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Bristolville 25 Lordstown Data Center,,Planned,Planned,Publicly tracked data-center facility,600.0,600 MW,4.0,"Trumbull, OH",41.13775278,-80.86162146,Public tracker coordinates,Beaver Valley,PA,42.1,1846.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Project Cardinal Data Center,,Planned,Planned,Publicly tracked data-center facility,600.0,600 MW,4.0,"Cascade, MT",47.5273781,-111.1907543,Public tracker coordinates,Columbia Generating Station,WA,390.4,1200.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
SAT Campus,,Planned,Planned,Publicly tracked data-center facility,600.0,600 MW,4.0,"Bexar, TX",29.41681,-98.79809,Public tracker coordinates,South Texas Project,TX,171.5,2708.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Project Spectrum,,Planned,Planned,Publicly tracked data-center facility,600.0,600 MW,4.0,"Hood, TX",32.331016,-97.77933,Public tracker coordinates,Comanche Peak,TX,2.3,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Google Project Spade - Building 2,,Planned,Planned,Publicly tracked data-center facility,600.0,600 MW,4.0,"Montgomery, MO",38.8892,-91.435,Public tracker coordinates,Callaway,MO,20.6,1235.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
GigaPop Red Oak,,Planned,Planned,Publicly tracked data-center facility,540.0,540 MW,4.0,"Dallas, TX",32.5371001,-96.7278709,Public tracker coordinates,Comanche Peak,TX,63.9,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
La Porte Data Center,,Planned,Planned,Publicly tracked data-center facility,538.0,538 MW,4.0,"LaPorte, IN",41.5835361,-86.6981973,Public tracker coordinates,Donald C Cook,MI,27.9,2285.3,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Taho Reno 2 and 3,,Planned,Planned,Publicly tracked data-center facility,520.0,520 MW,4.0,"Storey, NV",39.5141083,-119.4736264,Public tracker coordinates,Diablo Canyon,CA,306.8,2323.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Sentinel Hebron Data Center,,Planned,Planned,Publicly tracked data-center facility,504.0,504 MW,4.0,"Lake, IN",41.28966838,-87.27229987,Public tracker coordinates,Braidwood Generation Station,IL,49.8,2449.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Cielo Minooka Data Center,,Planned,Planned,Publicly tracked data-center facility,500.0,500 MW,4.0,"Grundy, IL",41.45592,-88.2842,Public tracker coordinates,Dresden Generating Station,IL,4.6,2018.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Davis-Monthan AFB Data Center,,Planned,Planned,Publicly tracked data-center facility,500.0,500 MW,4.0,"Pima, AZ",32.1665,-110.883,Public tracker coordinates,Palo Verde,AZ,142.6,4209.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Cielo Kansas City Data Center,,Planned,Planned,Publicly tracked data-center facility,500.0,500 MW,4.0,"Jackson, MO",39.01764,-94.5668,Public tracker coordinates,Wolf Creek Generating Station,KS,81.0,1296.3,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Gemini Data Center Sioux Falls,,Planned,Planned,Publicly tracked data-center facility,500.0,500 MW,4.0,"Minnehaha, SD",43.59611,-96.6499,Public tracker coordinates,Monticello Nuclear Facility,MN,183.0,685.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Cielo Mustang Ridge Data Center,,Planned,Planned,Publicly tracked data-center facility,500.0,500 MW,4.0,"Travis, TX",30.05179,-97.6772,Public tracker coordinates,South Texas Project,TX,131.0,2708.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Nexus Hubbard - Phase 1,,Planned,Planned,Publicly tracked data-center facility,500.0,500 MW,4.0,"Hill, TX",31.8394143,-96.7873009,Public tracker coordinates,Comanche Peak,TX,66.5,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Cloverleaf Troy Data Center,,Planned,Planned,Publicly tracked data-center facility,500.0,500 MW,4.0,"Madison, IL",38.725338,-89.909645,Public tracker coordinates,Callaway,MO,100.8,1235.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Quantica Big Sky Data Center,,Planned,Planned,Publicly tracked data-center facility,500.0,500 MW,4.0,"Yellowstone, MT",46.04485,-108.273,Public tracker coordinates,Columbia Generating Station,WA,528.8,1200.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
New Haven Data Center,,Planned,Planned,Publicly tracked data-center facility,500.0,500 MW,4.0,"Allen, IN",41.078707,-84.942076,Public tracker coordinates,Davis Besse,OH,102.7,925.2,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Project Horizon Phase 1,,Planned,Planned,Publicly tracked data-center facility,500.0,500 MW,4.0,"Pecos, TX",30.421732,-102.509315,Public tracker coordinates,Comanche Peak,TX,307.3,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Cipher Milsing,,Planned,Planned,Publicly tracked data-center facility,500.0,500 MW,4.0,"Grimes, TX",30.65215,-95.95875,Public tracker coordinates,South Texas Project,TX,128.4,2708.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Zediker Station Data Center,,Planned,Planned,Publicly tracked data-center facility,500.0,500 MW,4.0,"Washington, PA",40.17106,-80.16807,Public tracker coordinates,Beaver Valley,PA,34.1,1846.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Cipher Mikeska,,Planned,Planned,Publicly tracked data-center facility,500.0,500 MW,4.0,"McCulloch, TX",31.39282,-99.59939,Public tracker coordinates,Comanche Peak,TX,123.5,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Cipher McLennan,,Planned,Planned,Publicly tracked data-center facility,500.0,500 MW,4.0,"McLennan, TX",31.47659,-96.96122,Public tracker coordinates,Comanche Peak,TX,74.6,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Beacon Point - Phase 1,,Planned,Planned,Publicly tracked data-center facility,500.0,500 MW,4.0,"Nueces, TX",27.83594,-97.61026,Public tracker coordinates,South Texas Project,TX,115.8,2708.6,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Compass Datacenters: MS,,Planned,Planned,Publicly tracked data-center facility,500.0,500 MW,4.0,"Lauderdale, MS",32.39083051,-88.62399087,Public tracker coordinates,Grand Gulf,MS,144.2,1440.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Western Hospitality Childersburg Data Center,,Planned,Planned,Publicly tracked data-center facility,500.0,500 MW,4.0,"Talladega, AL",33.340885,-86.336205,Public tracker coordinates,Browns Ferry,AL,104.3,3854.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Muskie Data Campus - Phase 1,,Planned,Planned,Publicly tracked data-center facility,500.0,500 MW,4.0,"Boyd, KY",38.376584,-82.822185,Public tracker coordinates,Beaver Valley,PA,200.7,1846.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Stack Infrastructure DFW02,,Planned,Planned,Publicly tracked data-center facility,500.0,500 MW,4.0,"Dallas, TX",32.58107831,-96.73454642,Public tracker coordinates,Comanche Peak,TX,64.3,2430.0,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
Muskie Data Campus - Phase 2,,Planned,Planned,Publicly tracked data-center facility,500.0,500 MW,4.0,"Boyd, KY",38.376584,-82.822185,Public tracker coordinates,Beaver Valley,PA,200.7,1846.8,Cleanview public U.S. data-center tracker,https://cleanview.co/data-centers/us,Individual facility or project from Cleanview's public geocoded U.S. data-center inventory.
